label,text
"With full responsibility for the leadership and development of ParkBee in London, De Rauville will play a key role in meeting the company’s ambitious growth goals in London and the UK."
"She said: “As one of the world’s first digital car park operators, ParkBee’s aim is linking drivers to convenient off-street parking locations while helping property owners and local authorities to make better, more efficient use of existing urban space."
"By optimising existing car parking, ParkBee creates more room in towns and cities for people and maximises revenue for landlords and tenants.”"
We do not see any impediments to achieve our goal and we are looking forward to this next stage in the ParkBee journey as we roll-out our strategy in this region.”
"Werner Paul Boerma, CEO ParkBee: “Angelique’s track record, international experience, and management skills are impressive, so we are thrilled having her on board."
We are convinced she will effectively lead our team in London and realise our intended expansion in the UK together with the great team that has already proven ParkBee is in an excellent position to create substantial value for real estate owners and consumers.
"ParkBee optimises occupancy rates in parking locations through data and smart technology for reservations, dynamic pricing and direct integration in large parking and mobility platforms of, amongst others, Parkmobile, Yellowbrick and ANWB."
"ParkBee, a Netherlands-founded startup that lets private car parks monetize underutilized spaces by making them bookable to the public, has picked up €5 million in new funding"
"Originally launched in Amsterdam in early 2016 where it now has over 60 parking locations, ParkBee says the new capital will be used for further U.K. expansion after the burgeoning company recently brought its offering to London."
"Specifically, this consists of hardware ParkBee had to develop that is retrofitted to a private car park’s existing barrier or security system."
"“Parking is an enormous hassle in every large city, and streets are only getting fuller, whilst the parking capacity is there but not yet accessible for the general public,” ParkBee commercial director Wouter de Bruijne tells me."
ParkBee opens up these locations to the public”.
"To that end, the list of private property companies ParkBee is already working with include JLL, BT and local councils in the U.K."
"Meanwhile, the ParkBee business model is straightforward."
ParkBee is a digital car park operator with a clear goal.
"By continuously analysing and optimizing our online channels you will contribute to the revenue growth of ParkBee in the Netherlands, UK and the new regions ParkBee is expanding too."
To expand our digital footprint in order to find new revenue opportunities for ParkBee.
We motivate each other to get the best out of ParkBee and ourselves!
We believe in personal development and in the cooperation of our teams: that's how we make ParkBee a success.
"Development and growth opportunities: next to the growth of ParkBee and potential expansions, you’ll have the possibility to grow to a senior position and build a performance team."
Are you ready to become ParkBee’s first Performance Marketing Specialist and help our scale-up reach the next level of business?
"ParkBee, a tech startup with smart technology to open up private car parks to the public, has announced it closed €5 million in funding to scale its business in the UK."
"With in excess of 60 locations in the Netherlands and over 20 locations opened in the last months in the UK, ParkBee has proven its potential, by using smart technology that enables users to open up the barriers and doors from the RingGo and Parkmobile apps."
"Tom Buchmann, Co-Founder and Managing Director of ParkBee, commented: “‘It’s hard to believe that there are so many unused parking spaces in London, whilst parking in London is such a hassle."
The ParkBee technology is fully compatible to any parking system and provides seamless entry for the consumer.
"ParkBee installs it’s smart hardware at the location and via their integrated software the location can be opened remotely via the Parkmobile and RingGo apps –in the UK alone, RingGo has 12 million registered users."
The real-estate owner keeps control and can still manage the availability and ParkBee will optimise the occupancy of the location.
"Stefan Hülsen, Senior Investment Manager at Statkraft Ventures, said: “ParkBee is a fantastic example of a company providing a solution to a problem witnessed in many cities and large towns."
By making optimal use of the parking spots that are already available ParkBee opens-up new opportunities to park.
"ParkBee is a prime example of a company enabling cities to become smarter and fairer, while empowering citizens and businesses to improve and solve a problem.”"
Founded in 2013 in the Netherlands by Jian Jiang and Tom Buchmann ParkBee aims to fix the problem of parking in big cities through technology.
"In London alone, according to a study commissioned by Transport for London*, there are over 1 million private parking spots, with the value of a 20-spot garage hitting easily £50,000 in annual revenue for the owner (based on calculations made by ParkBee)."
"The list of private property companies ParkBee is already working with include JLL, BT and local councils."
"Jont Cole, COO at JLL Professional & Advisory and Alternatives, added: “JLL is engaging with ParkBee to enable landlords to secure additional revenue from under-utilised car parking."
Leeds City Council uses RingGo and ParkBee to flag up staff parking areas to public
Leeds City Council is the first local authority to adopt a service offered by ParkBee and RingGo that opens up staff parking areas to the general public.
"Key Players Mentioned in the Global Intelligent Parking Market Research Report: Jieshun, Tjd Parking, Mall Pariking, Etcp, Keytop, Parkbees, Vison-zenith, Alpark, Tencent, Dimeng, Smart Parking, Quercus, Parkwhiz, Spothero, Parking Panda, Park24, Parkme"
"5.6.3 Parkbees Intelligent Parking Products, Services and Solutions"
5.6.4 Parkbees Intelligent Parking Revenue (US$ Million) & (2016-2021)
